prefix_length,realised_reduction
0,0.0
46,0.4176106055851898
58,0.49347740822089736
64,0.5367881236272356
66,0.5479506589268905
67,0.5577198384060245
68,0.5631804989017886
69,0.5728290712268591
92,0.7192304675243175
184,0.997454502667085
