prefix_length,realised_reduction
0,0.0
23,0.35784142610605585
35,0.5445413005961719
36,0.5600996234703484
37,0.5756579463445246
38,0.591216269218701
41,0.63789123784123
46,0.7156828522121117
92,0.950003922183872
184,0.997454502667085
