prefix_length,realised_reduction
0,0.0
46,0.358979839974898
69,0.5345063931597114
71,0.5497695716975212
72,0.5574011609664261
73,0.565032750235331
75,0.5802959287731408
81,0.6260854643865704
92,0.7071050360840916
184,0.997454502667085
