epoch,train_loss,val_n,val_fine_accuracy,val_fine_macro_f1,val_binary_accuracy,val_binary_balanced_accuracy,val_binary_attack_recall,val_binary_attack_f1,val_family_accuracy,val_family_macro_f1,val_exact_attack_type_rate,val_attack_to_benign_rate,val_benign_to_attack_rate,val_same_family_attack_substitution_rate,val_cross_family_attack_substitution_rate,val_ece15,val_nll,val_brier,val_hsr_miss_sensitive,val_hsr_balanced_soc,val_hsr_alert_fatigue,val_awbir
1,0.5521673796830329,549253.0,0.6920490193044007,0.5494100883528846,0.9180359506456951,0.9565922858716016,0.9133181722776053,0.9546917065462981,0.8125799950114064,0.6246763597155197,0.6743023956650421,0.08668182772239479,0.0001336005344021376,0.12747995909981072,0.11153581751275242,0.17222246772474806,0.8990802676998412,0.43355836076208126,0.15477506115882236,0.1693409048289222,0.14240686896566793,0.11365921112205289
2,0.5142434298433776,549253.0,0.6880017041327039,0.536502758268203,0.9277782734004184,0.9608944729212742,0.9237261535913793,0.9602952333861156,0.8186646226784378,0.6037305710999283,0.6701257237927801,0.07627384640862062,0.0019372077488309953,0.13819603976792416,0.11540439003067514,0.18626580669445877,1.041592970498501,0.4577693597679551,0.14847650657650785,0.16378026155523956,0.13848790994314095,0.11806552656511751
3,0.502765429976552,549253.0,0.6851960753969483,0.5276298657135012,0.9346348586170672,0.9653230172698706,0.9308798354749448,0.9641960312663926,0.8280537384411191,0.6279470259028199,0.6670601352171042,0.06912016452505522,0.00023380093520374083,0.1510938489889527,0.11272585126888793,0.17415120288259217,1.0551537153696195,0.4699099815004021,0.14245575354162834,0.157880248264461,0.13415675471959188,0.11272101474968066
4,0.4956053401711077,549253.0,0.6796831332737372,0.533804956376102,0.9280222411165711,0.9617946150854837,0.9238898313733721,0.9604307833972235,0.8181075023714026,0.5999693238206091,0.6612332061781623,0.07611016862662787,0.0003006012024048096,0.14640496194010164,0.11625166325510819,0.19733174237127712,1.142232118162907,0.48180148528013894,0.14999356702041985,0.16560492159350973,0.14022772747713713,0.12746083839625935
