prefix_length,realised_reduction
0,0.0
23,0.2064765061186068
26,0.24663868842171321
27,0.2600260825227486
28,0.2666928145591465
29,0.2733595465955444
35,0.31923635080012547
46,0.4176106055851898
92,0.7192304675243175
184,0.997454502667085
