prefix_length,realised_reduction
0,0.0
23,0.17830051772827105
29,0.22481369626608094
32,0.2480702855349859
33,0.2558224819579542
34,0.2635746783809225
35,0.27132687480389084
46,0.358979839974898
92,0.7071050360840916
184,0.997454502667085
