prefix_length,realised_reduction
0,0.0
46,0.40106683401317855
58,0.4889276749294007
64,0.5284122999686225
66,0.5438833542516472
67,0.5535319265767179
68,0.5631804989017886
69,0.5728290712268591
92,0.7271238625666772
184,0.997454502667085
