prefix_length,realised_reduction
0,0.0
46,0.358979839974898
49,0.38187460778161275
51,0.39713778631942265
52,0.4047693755883276
53,0.41240096485723254
58,0.4505589112017572
69,0.5345063931597114
92,0.7071050360840916
184,0.997454502667085
