architecture,regime,method,metric,n_seeds,mean,sd,ci95_low,ci95_high,min,max
deep,minimal_ce,taylor,nll,5,1.211006916804297,0.031202378920540882,1.1722640462403493,1.2497497873682446,1.1663682825291146,1.2407638001163153
deep,minimal_ce,taylor,brier,5,0.4869792101105045,0.006025401362070455,0.4794976861644937,0.4944607340565153,0.4790622448690669,0.49316926567733865
deep,minimal_ce,taylor,teacher_correction_binary,5,0.016101505135156294,0.0026117927653961062,0.012858536087594893,0.019344474182717696,0.013410941770003987,0.020222010621698927
deep,minimal_ce,taylor,teacher_degradation_binary,5,0.0020373124953345723,0.00031993051118100774,0.0016400662976741873,0.0024345586929949573,0.0015166052802624657,0.0022922041390761633
deep,minimal_ce,taylor,teacher_correction_family,5,0.05840696363970702,0.003878415115973418,0.053591275220113546,0.0632226520593005,0.05197422681350853,0.062175354526966625
deep,minimal_ce,taylor,teacher_degradation_family,5,0.006762275308464405,0.001262982202597292,0.0051940757771272526,0.008330474839801557,0.005230740660497075,0.008318570858966633
deep,minimal_ce,taylor,teacher_correction_fine,5,0.04957132687486459,0.0032911836749869947,0.04548478259415727,0.053657871155571905,0.04524872872792684,0.054450317066998266
deep,minimal_ce,taylor,teacher_degradation_fine,5,0.011408221712034344,0.0022764808695028113,0.008581597373773097,0.014234846050295591,0.009332675470138534,0.01499126996120185
deep,standard_ce,fisher,awbir,5,0.06416717652929045,0.017500241416102538,0.04243775680304143,0.08589659625553947,0.0494149842490753,0.09100225154518907
deep,standard_ce,fisher,hsr_balanced_soc,5,0.18554378401210372,0.003264335781812447,0.18149057579377886,0.18959699223042858,0.1825501180694507,0.18963319271810988
deep,standard_ce,fisher,fine_macro_f1,5,0.5421569461194633,0.017265333624561483,0.5207192029408684,0.5635946892980582,0.5210635811429689,0.5621306374291709
deep,standard_ce,fisher,family_macro_f1,5,0.6157249743338584,0.01883749451412024,0.5923351355793144,0.6391148130884025,0.5988031866858903,0.6439023765495999
deep,standard_ce,fisher,attack_to_benign_rate,5,0.09111884354907349,0.0024764366793026352,0.08804394128055212,0.09419374581759485,0.08919476308122462,0.09539911382923208
deep,standard_ce,fisher,benign_to_attack_rate,5,2.004008016032064e-05,2.987398767534789e-05,-1.7053374818941863e-05,5.713353513958314e-05,0.0,6.68002672010688e-05
deep,standard_ce,fisher,ece15,5,0.26273570726631246,0.011307654035879645,0.2486954003458172,0.27677601418680775,0.25196008225192135,0.28014041903632075
deep,standard_ce,fisher,nll,5,1.9794083233087598,0.05326547724874197,1.913270497861855,2.0455461487556645,1.9204087556169382,2.0385637987562353
deep,standard_ce,fisher,brier,5,0.5721869029146726,0.020720399403406094,0.5464591289470604,0.5979146768822847,0.5540330379612951,0.6038783655872065
deep,standard_ce,fisher,teacher_correction_binary,5,0.006452399895858557,0.0012490586241434565,0.004901488770613697,0.008003311021103417,0.004418728709720293,0.007776015788716675
deep,standard_ce,fisher,teacher_degradation_binary,5,0.003584504772846029,0.0012728077670029724,0.00200410519192431,0.005164904353767747,0.0024396771615266552,0.005596692234726073
deep,standard_ce,fisher,teacher_correction_family,5,0.040206972014718165,0.002459293096968912,0.037153356315180824,0.043260587714255505,0.03768755018179236,0.04299111702621561
deep,standard_ce,fisher,teacher_degradation_family,5,0.007672238476621884,0.001302122571433889,0.0060554397584239115,0.009289037194819856,0.006252127890061593,0.00964218675182475
deep,standard_ce,fisher,teacher_correction_fine,5,0.019661613136387056,0.0026720255258302302,0.016343855238682172,0.02297937103409194,0.016049070282729453,0.023504650862170986
deep,standard_ce,fisher,teacher_degradation_fine,5,0.01633636957831819,0.011728238448735263,0.0017738381341744231,0.030898901022461955,0.007351803267346742,0.0363220592331767
deep,standard_ce,magnitude,awbir,5,0.06325607192080385,0.006655762354140906,0.054991851425067136,0.07152029241654057,0.05688774707558418,0.07395889799891078
deep,standard_ce,magnitude,hsr_balanced_soc,5,0.1716540100827852,0.0018559830057446412,0.16934950280327404,0.17395851736229634,0.16952224202689836,0.174157628633799
deep,standard_ce,magnitude,fine_macro_f1,5,0.5703648001830913,0.022965568744705404,0.541849280274517,0.5988803200916657,0.533204492735397,0.5883657155923495
deep,standard_ce,magnitude,family_macro_f1,5,0.6654590907051343,0.02234590619600231,0.6377129834743198,0.6932051979359488,0.6309036552363136,0.690952234103452
deep,standard_ce,magnitude,attack_to_benign_rate,5,0.07820832522967844,0.002514085525029136,0.07508667574484454,0.08132997471451234,0.07594841646559974,0.08206033740730542
deep,standard_ce,magnitude,benign_to_attack_rate,5,0.00036740146960587844,0.0003331652862935872,-4.627787183611958e-05,0.0007810808110478764,3.34001336005344e-05,0.0007682030728122912
deep,standard_ce,magnitude,ece15,5,0.24340868258165807,0.0036352007266652426,0.23889498471311366,0.24792238045020248,0.23836644851668431,0.24801007854463122
deep,standard_ce,magnitude,nll,5,1.8286694310194682,0.04624176634097433,1.7712526945405296,1.8860861674984069,1.7726591104703753,1.89980028917148
deep,standard_ce,magnitude,brier,5,0.5449081569195041,0.004870893017844525,0.5388601444201445,0.5509561694188637,0.5403289043150694,0.5515700694755842
deep,standard_ce,magnitude,teacher_correction_binary,5,0.01778670303120784,0.0017712286705623885,0.015587432158384202,0.019985973904031475,0.015000373234192621,0.019242498447891956
deep,standard_ce,magnitude,teacher_degradation_binary,5,0.0027309818972313304,0.0006293634538192624,0.0019495239548387735,0.0035124398396238874,0.0020445951137271893,0.0035684830123822718
deep,standard_ce,magnitude,teacher_correction_family,5,0.05588426462850453,0.0036989094251640505,0.05129146196266174,0.06047706729434732,0.050262811491243564,0.05985037860512368
deep,standard_ce,magnitude,teacher_degradation_family,5,0.008082249892126215,0.001711279929934529,0.005957415212277846,0.010207084571974584,0.006568921790140427,0.010306725680151042
deep,standard_ce,magnitude,teacher_correction_fine,5,0.03603111862839165,0.0009281048211407302,0.03487872428542186,0.037183512971361445,0.03508037279723552,0.03750366406737878
deep,standard_ce,magnitude,teacher_degradation_fine,5,0.01820508945786368,0.0033759834672923254,0.01401325232799568,0.022396926587731684,0.01449969321970021,0.022716307421170208
deep,standard_ce,random,awbir,5,0.06345589772782549,0.009823858718848657,0.05125796603319094,0.07565382942246004,0.05283198050892491,0.07646392200185334
deep,standard_ce,random,hsr_balanced_soc,5,0.18988611805488548,0.008139087282304946,0.1797801063982093,0.19999212971156166,0.18388611441357625,0.20382519531072202
deep,standard_ce,random,fine_macro_f1,5,0.5670251775487651,0.020649423514973765,0.5413855317865599,0.5926648233109704,0.534053874313759,0.584699253296887
deep,standard_ce,random,family_macro_f1,5,0.6381066741069119,0.027396862230128053,0.6040889766120133,0.6721243716018105,0.6057329202530527,0.6692491595713305
deep,standard_ce,random,attack_to_benign_rate,5,0.09000159826540063,0.005378500482303833,0.08332330785220238,0.09667988867859889,0.08392818974298737,0.09820859481661348
deep,standard_ce,random,benign_to_attack_rate,5,0.0006479625918503673,0.0007874218743823069,-0.0003297508009682717,0.0016256759846690063,0.0,0.0018036072144288577
deep,standard_ce,random,ece15,5,0.26020860939274915,0.009418778499634607,0.24851365122269717,0.27190356756280115,0.24448570438775988,0.26994410059802254
deep,standard_ce,random,nll,5,2.1602698109905725,0.12897017042242925,2.0001321935348377,2.320407428446307,2.0148728741077715,2.3438453791490126
deep,standard_ce,random,brier,5,0.5756237947709535,0.015474067809021557,0.5564102018667276,0.5948373876751794,0.5564070443393923,0.5952855527938129
deep,standard_ce,random,teacher_correction_binary,5,0.007750162493422884,0.0034175067547612824,0.0035067673924176106,0.011993557594428158,0.0018625296539117675,0.010527024886527701
deep,standard_ce,random,teacher_degradation_binary,5,0.0038601518790065785,0.002137781664465545,0.0012057453502195867,0.00651455840779357,0.0008775555163103342,0.006071883084844325
deep,standard_ce,random,teacher_correction_family,5,0.032823853488283185,0.010007166147980466,0.020398315558292374,0.045249391418274,0.015200645239989586,0.039551900490302286
deep,standard_ce,random,teacher_degradation_family,5,0.013061376087158377,0.004697139256679155,0.00722910737759027,0.018893644796726485,0.007479249089217537,0.01840863864193732
deep,standard_ce,random,teacher_correction_fine,5,0.019480640069330528,0.005392673103134521,0.012784752023086605,0.02617652811557445,0.013250724165366415,0.028160064669651326
deep,standard_ce,random,teacher_degradation_fine,5,0.014435242046925553,0.004824428015294527,0.008444923468408689,0.020425560625442415,0.00991346428694973,0.021891550888206344
deep,standard_ce,saber_v2,awbir,5,0.05276900040157719,0.02445059187374066,0.02240958073717984,0.08312842006597454,0.023897874518756076,0.09163063960358776
deep,standard_ce,saber_v2,hsr_balanced_soc,5,0.18630969698845523,0.005268904332151052,0.1797674881692434,0.19285190580766706,0.1808762082319077,0.19427586194340313
deep,standard_ce,saber_v2,fine_macro_f1,5,0.5636858688955292,0.026267232158980632,0.5310707923912628,0.5963009453997956,0.5196432173684027,0.5874759290619713
deep,standard_ce,saber_v2,family_macro_f1,5,0.6331369221912877,0.02670529281885092,0.599977921536631,0.6662959228459444,0.5890741644404719,0.6539655756617297
deep,standard_ce,saber_v2,attack_to_benign_rate,5,0.08974972704322827,0.005446771036359294,0.08298666754092192,0.09651278654553462,0.08362394163057732,0.09716490825378914
deep,standard_ce,saber_v2,benign_to_attack_rate,5,0.00030060120240480966,0.0004277304099821542,-0.0002304962486069682,0.0008316986534165875,0.0,0.0010354041416165665
deep,standard_ce,saber_v2,ece15,5,0.2554608769990878,0.010232933351951086,0.24275501205995156,0.2681667419382241,0.2448787560610946,0.26938184218891525
deep,standard_ce,saber_v2,nll,5,1.958837156530309,0.16463346190122857,1.7544177139879022,2.163256599072716,1.75038962173988,2.1018093684442625
deep,standard_ce,saber_v2,brier,5,0.5674392160927708,0.01576834425859967,0.5478602307155845,0.5870182014699571,0.5512796880803773,0.5890264425135219
deep,standard_ce,saber_v2,teacher_correction_binary,5,0.007959901903130251,0.0034907684614386486,0.0036255403784967288,0.012294263427763774,0.0036485918147010576,0.01199265183804185
deep,standard_ce,saber_v2,teacher_degradation_binary,5,0.0038128148594545677,0.0017828417469121028,0.0015991244478190986,0.006026505271090037,0.0020937527878773536,0.006496095606214258
deep,standard_ce,saber_v2,teacher_correction_family,5,0.03736857149619574,0.0033478923301788264,0.033211614119950175,0.041525528872441306,0.03347637609626165,0.041671142442553794
deep,standard_ce,saber_v2,teacher_degradation_family,5,0.010045643810775726,0.002413981208068043,0.007048290252377201,0.01304299736917425,0.008225717474460768,0.01411917640868598
deep,standard_ce,saber_v2,teacher_correction_fine,5,0.021852953010725477,0.004433222054366301,0.0163483807897759,0.027357525231675055,0.01693754972662871,0.026570633205462692
deep,standard_ce,saber_v2,teacher_degradation_fine,5,0.014522633467636954,0.003084333334520042,0.010692927807703643,0.018352339127570266,0.011666754664972244,0.019484645509446466
deep,standard_ce,taylor,awbir,5,0.04951955310448614,0.014351638681992513,0.03169964003782749,0.0673394661711448,0.038802848504315736,0.07231586564687978
deep,standard_ce,taylor,hsr_balanced_soc,5,0.1858765996726463,0.006605767301519085,0.1776744562338384,0.1940787431114542,0.17789324773829182,0.19586420101483287
deep,standard_ce,taylor,fine_macro_f1,5,0.5638797772343753,0.02360934282411285,0.534564906228424,0.5931946482403266,0.5363557258411478,0.5941520453488134
deep,standard_ce,taylor,family_macro_f1,5,0.638444011496935,0.025284660249202496,0.6070489591586864,0.6698390638351835,0.5970221589441665,0.6637950053580901
deep,standard_ce,taylor,attack_to_benign_rate,5,0.08981827914956875,0.004222666679893942,0.08457514595672981,0.09506141234240768,0.08569205854657981,0.09629645319874526
deep,standard_ce,taylor,benign_to_attack_rate,5,3.34001336005344e-05,5.7850728375714e-05,-3.843103309345473e-05,0.00010523130029452354,0.0,0.0001336005344021376
deep,standard_ce,taylor,ece15,5,0.2621811833700155,0.010027311947468599,0.24973063112608523,0.27463173561394577,0.24691695590750423,0.2729516354155995
deep,standard_ce,taylor,nll,5,1.9806413951309818,0.07948519481290649,1.8819474903415832,2.0793352999203805,1.893908464723227,2.0921322262918216
deep,standard_ce,taylor,brier,5,0.573542272517694,0.015719440828885774,0.5540240087685722,0.5930605362668158,0.5483008741463835,0.5874441261359454
deep,standard_ce,taylor,teacher_correction_binary,5,0.0074071511671306295,0.0027049935995668837,0.004048457999176814,0.010765844335084445,0.003948999823396504,0.010601671725052025
deep,standard_ce,taylor,teacher_degradation_binary,5,0.003310314190364003,0.0015687353156141493,0.001362472026255091,0.005258156354472915,0.00199725809417518,0.0059753883911421515
deep,standard_ce,taylor,teacher_correction_family,5,0.03818531714892772,0.008029812591739231,0.028214987941441838,0.0481556463564136,0.02638492643645096,0.04574212612402663
deep,standard_ce,taylor,teacher_degradation_family,5,0.00801889111211045,0.001849816251963875,0.005722040868754679,0.01031574135546622,0.005984491664132922,0.010770992602680367
deep,standard_ce,taylor,teacher_correction_fine,5,0.02034399447977526,0.005580569040094454,0.013414802813199424,0.027273186146351092,0.013427327661387375,0.028802755742799765
deep,standard_ce,taylor,teacher_degradation_fine,5,0.01640555445304805,0.002747918936813148,0.012993562439224792,0.019817546466871307,0.01193257023630276,0.018272089547075755
shallow,full_ce,fisher,awbir,5,0.11277956873352661,0.001343062414948131,0.1111119364855449,0.11444720098150832,0.11178566266838466,0.1151121693570305
shallow,full_ce,fisher,hsr_balanced_soc,5,0.15807928222513126,0.005909921210717878,0.15074114582556206,0.16541741862470047,0.15138524505100565,0.1653933615292042
shallow,full_ce,fisher,fine_macro_f1,5,0.543239963137294,0.01422863917467466,0.5255727741306687,0.5609071521439192,0.5293902115827832,0.5634070749602982
shallow,full_ce,fisher,family_macro_f1,5,0.6176610059424857,0.024659181145466308,0.5870425884889752,0.6482794233959963,0.5937405824592036,0.6552474804306967
shallow,full_ce,fisher,attack_to_benign_rate,5,0.06918910175558864,0.004961135375215602,0.06302903856996829,0.07534916494120898,0.06418287237176809,0.07530333344245185
shallow,full_ce,fisher,benign_to_attack_rate,5,0.0008082832331329327,0.0005585916470840154,0.00011470009525136682,0.0015018663710144986,0.00033400133600534405,0.0017702070808283234
shallow,full_ce,fisher,ece15,5,0.17179694952795144,0.015569640092483888,0.15246468796012425,0.19112921109577863,0.1584865557843237,0.1981739854227779
shallow,full_ce,fisher,nll,5,0.9473225880127814,0.09760229449476147,0.8261333327965543,1.0685118432290084,0.8422663723187964,1.0792846046228155
shallow,full_ce,fisher,brier,5,0.4413992423057497,0.02474086252544931,0.41067940402339054,0.4721190805881088,0.4152332659230494,0.4769364796601133
shallow,full_ce,fisher,teacher_correction_binary,5,0.04114388087092834,0.0005883737665263131,0.040413318347545066,0.04187444339431161,0.040358450477284605,0.041895082958126766
shallow,full_ce,fisher,teacher_degradation_binary,5,0.055692731764778715,0.0050792585302546316,0.049385999310192163,0.061999464219365266,0.05015903417914877,0.06135059799400276
shallow,full_ce,fisher,teacher_correction_family,5,0.08309977369263344,0.0011253084466592656,0.08170251870754203,0.08449702867772485,0.08136869530070842,0.08430176985833486
shallow,full_ce,fisher,teacher_degradation_family,5,0.11408330951310235,0.006557434077321874,0.10594117969869724,0.12222543932750746,0.10635900031497325,0.1227066579518
shallow,full_ce,fisher,teacher_correction_fine,5,0.08834034588796055,0.003152516510205205,0.08442597963349577,0.09225471214242534,0.08573644568168039,0.09316835775134592
shallow,full_ce,fisher,teacher_degradation_fine,5,0.1522041754892554,0.00783002452474512,0.14248191593182685,0.16192643504668397,0.14610024888348358,0.16308331497506615
shallow,full_ce,magnitude,awbir,5,0.11560193819568512,0.004555343495689229,0.10994573217763612,0.12125814421373413,0.11053212733085785,0.12135966158538909
shallow,full_ce,magnitude,hsr_balanced_soc,5,0.1673934598445525,0.0025657960598698404,0.16420760325027906,0.17057931643882596,0.16422522953902846,0.17117648879478126
shallow,full_ce,magnitude,fine_macro_f1,5,0.5388878765280074,0.01114611302669395,0.5250481492628515,0.5527276037931633,0.5287730670428521,0.5553623160486717
shallow,full_ce,magnitude,family_macro_f1,5,0.6159818278604897,0.022877026564195952,0.5875762475897764,0.644387408131203,0.5896781476507764,0.6430758660247662
shallow,full_ce,magnitude,attack_to_benign_rate,5,0.07544351864867624,0.003425614588020794,0.07119005634300919,0.07969698095434329,0.06947833002447465,0.0782572360021798
shallow,full_ce,magnitude,benign_to_attack_rate,5,0.001182364729458918,0.0016516357622556746,-0.0008684119346797886,0.0032331413935976243,0.00023380093520374083,0.004108216432865732
shallow,full_ce,magnitude,ece15,5,0.18703669147718027,0.015926053318544457,0.16726188443807,0.20681149851629055,0.16528516974141055,0.20249181441298675
shallow,full_ce,magnitude,nll,5,1.0463935879475867,0.10221271867515552,0.9194797350101164,1.1733074408850572,0.8780002695881438,1.1408054121535671
shallow,full_ce,magnitude,brier,5,0.4697262444203888,0.021926875296744634,0.44250043277131745,0.49695205606946014,0.4371770654452329,0.4906517660770745
shallow,full_ce,magnitude,teacher_correction_binary,5,0.041688620726696074,0.0008251278147024275,0.040664089225263524,0.042713152228128624,0.04115953850047246,0.0431422313578624
shallow,full_ce,magnitude,teacher_degradation_binary,5,0.062171349086850694,0.0024711056790476813,0.05910306612942032,0.06523963204428107,0.057966001096034066,0.06446209670224833
shallow,full_ce,magnitude,teacher_correction_family,5,0.08209367996169344,0.0019549161220788116,0.07966633099340005,0.08452102892998682,0.07938600244331848,0.0845712267388617
