architecture,method,regime,recovery_seed,target_flops,realised_flops,parameters,epochs_run,removed_groups,n,fine_accuracy,fine_macro_f1,binary_accuracy,binary_balanced_accuracy,binary_attack_recall,binary_attack_f1,family_accuracy,family_macro_f1,exact_attack_type_rate,attack_to_benign_rate,benign_to_attack_rate,same_family_attack_substitution_rate,cross_family_attack_substitution_rate,ece15,nll,brier,hsr_miss_sensitive,hsr_balanced_soc,hsr_alert_fatigue,awbir,teacher_correction_fine,teacher_degradation_fine,net_teacher_correction_fine,teacher_correction_family,teacher_degradation_family,net_teacher_correction_family,teacher_correction_binary,teacher_degradation_binary,net_teacher_correction_binary
shallow,magnitude,minimal_ce,101,0.4,0.4045163947285849,19590,1,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6623268329895331,0.5067510988600451,0.9403517140552714,0.9510037857219362,0.9390483196068652,0.9675006596685587,0.8218398442976188,0.5817455358631185,0.6449944445835171,0.060951680393134776,0.03704074816299265,0.16870942957330165,0.1253444454500465,0.10966747736155236,0.7422309752137866,0.3894907262031554,0.14397539324622108,0.1618503676811961,0.13928098708609693,0.12853743258925326,0.07791673418260801,0.17100498313163515,-0.09308824894902713,0.07318303222740705,0.1067704682541561,-0.03358743602674906,0.03948817757936689,0.04822367834131083,-0.008735500761943946
shallow,magnitude,minimal_ce,211,0.4,0.4045163947285849,19590,1,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6636395249548023,0.5173663093118871,0.9415715526360348,0.9581483556044004,0.9395432041947727,0.9681603609788814,0.8360482327816143,0.6083408642075487,0.6455875358406202,0.06045679580522729,0.023246492985971944,0.18234860286570911,0.11160706548844339,0.11453431984537081,0.7614668565087294,0.404464735325929,0.13897451022874097,0.1557173106018538,0.1342395945038079,0.1507196820754552,0.08221712034344829,0.17399267732720622,-0.09177555698375793,0.07826812052005178,0.0976471680628053,-0.01937904754275352,0.0373598323541246,0.044875494535305226,-0.007515662181180625
shallow,magnitude,minimal_ce,307,0.4,0.4045163947285849,19590,1,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6752625839094188,0.5234223396928188,0.9467604182407743,0.955321376742428,0.945712893765417,0.9710900024122971,0.8260328118371679,0.6118424852525236,0.6585623699002335,0.054287106234583,0.03507014028056112,0.1594625977011937,0.12768792616398975,0.1115827441053578,0.7652652046102786,0.40052319600435216,0.13729799078627397,0.15506551625571457,0.13349185166034597,0.12128167540361058,0.08133410286334349,0.16148660089248487,-0.08015249802914139,0.07737964107615251,0.10677410956335241,-0.0293944684871999,0.03946997103338534,0.04179676760982644,-0.0023267965764410953
shallow,magnitude,minimal_ce,401,0.4,0.4045163947285849,19590,1,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.66396724278247,0.5126152596291206,0.9490307745246725,0.9580799897893466,0.9479235066328014,0.9723515184196466,0.8371479081588995,0.5978021765961503,0.6464251809602302,0.052076493367198586,0.03176352705410822,0.18316506615470823,0.11833325951786303,0.11429845150300418,0.7495761801530374,0.4041423525948064,0.13447552099548538,0.1520425013609393,0.13169923514300333,0.13028919990245266,0.08298361592927121,0.1744314550853614,-0.09144783915609019,0.07858309376553246,0.09686246593100083,-0.018279372165468363,0.039551900490302286,0.039608340782845065,-5.6440292542779547e-05
shallow,magnitude,minimal_ce,503,0.4,0.4045163947285849,19590,1,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6947126369815003,0.5409069316356178,0.9493839815167145,0.9632240107630712,0.9476905064960823,0.9725312889970033,0.8391706554174488,0.6143855854771935,0.6783365715859222,0.05230949350391768,0.02124248496993988,0.1527864698168542,0.11656746509330597,0.08110583123590494,0.7033766610483337,0.36445520826117334,0.1289305656955902,0.1451724433002642,0.12472266878833616,0.11919021370591663,0.08328038262877034,0.1439828275858302,-0.060702444957059856,0.07813703338898467,0.09439365829590371,-0.016256624906919037,0.03982681933462357,0.039530052635124435,0.0002967666994991361
shallow,magnitude,full_ce,101,0.4,0.4045163947285849,19590,6,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6705452678456012,0.5348306891240888,0.9342634450790437,0.964843333317756,0.9305216699755253,0.9639865545547942,0.8143769810997846,0.6103838260632832,0.6515993244921656,0.06947833002447465,0.0008350033400133601,0.15212405620502473,0.12679828927833503,0.20104968297271697,1.0388567878229051,0.4776597019014677,0.149617601845901,0.16641656941336688,0.14130792185022203,0.11652231701863287,0.08377742133406645,0.16864723542702542,-0.08486981409295898,0.08111198300236867,0.12216228222695188,-0.04105029922458321,0.0431422313578624,0.057966001096034066,-0.014823769738171663
shallow,magnitude,full_ce,211,0.4,0.4045163947285849,19590,5,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6873207793129942,0.5553623160486717,0.9277127298348848,0.961583725534537,0.9235682526722805,0.9602541078296525,0.818041958805869,0.6430758660247662,0.6693169629876394,0.07643174732771951,0.0004008016032064128,0.13825765963879202,0.11599363004584903,0.17699655307506795,1.0632734793326382,0.4582282487924959,0.14889313303705215,0.16422522953902846,0.13881380711621055,0.11148042467135791,0.08574372830007301,0.153838030925639,-0.06809430262556598,0.08294356152811182,0.12032888304661057,-0.03738532151849876,0.04145448454537344,0.06282896952770399,-0.02137448498233055
shallow,magnitude,full_ce,307,0.4,0.4045163947285849,19590,8,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6757031823221721,0.5449517582366996,0.9273995772440023,0.9614968084131694,0.9232274177615426,0.9600746522702059,0.8175358168275821,0.636057216453632,0.6570199475075725,0.07677258223845734,0.00023380093520374083,0.15000972438587135,0.11619774586809882,0.20249181441298675,1.1408054121535671,0.48491443988567284,0.15116151694513577,0.16688010807405695,0.14138129423052764,0.12135966158538909,0.08868044416689577,0.16839234378328385,-0.07971189961638808,0.0845712267388617,0.12246269023564732,-0.03789146349678563,0.041479973709747604,0.06316761128296068,-0.021687637573213077
shallow,magnitude,full_ce,401,0.4,0.4045163947285849,19590,4,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6789330235792977,0.5305215521877248,0.9278620235119335,0.9616941505067225,0.9237223023494502,0.9603392911481606,0.8119809996486137,0.600714083109991,0.6604417759617033,0.07627769765054986,0.00033400133600534405,0.14071860323157712,0.12256192315616979,0.16528516974141055,0.8780002695881438,0.4371770654452329,0.15223949618845958,0.16826890340152897,0.14226412964517263,0.11053212733085785,0.08221894099804644,0.15870099935730891,-0.07648205835926247,0.07938600244331848,0.12283228311907263,-0.04344628067575415,0.04120687552002447,0.06243206682530637,-0.0212251913052819
shallow,magnitude,full_ce,503,0.4,0.4045163947285849,19590,7,results/saber/17b_calibrated_checkpoint_freeze/magnitude_r40cal_removed_groups.csv,549253.0,0.6693145053372489,0.5287730670428521,0.9257846566154395,0.9588172737824772,0.9217427639978202,0.9591597711272015,0.8113929282134098,0.5896781476507764,0.6504863155746149,0.0782572360021798,0.004108216432865732,0.1502696832160951,0.12098676520711016,0.18936023718371922,1.1110319908406794,0.4906517660770745,0.1549229893449224,0.17117648879478126,0.14502861158701,0.11811516037218783,0.09951151837131522,0.18561209497262646,-0.08610057660131124,0.08245562609580649,0.12648997820676447,-0.04403435211095798,0.04115953850047246,0.06446209670224833,-0.023302558201775868
shallow,taylor,minimal_ce,101,0.4,0.40106683401317855,18488,1,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.6609668040047119,0.5087146229976882,0.9537062155327326,0.9725600136785205,0.9513992524739415,0.9749135485780529,0.836434211556423,0.6196009897642887,0.6417825088145299,0.04860074752605847,0.006279225116900468,0.18558364608627168,0.12403309757313989,0.12765754355411219,0.7711473584567284,0.41024983808251636,0.13391764208236764,0.15161355513761418,0.13083296768520153,0.1084189116897764,0.08250478376995665,0.17695306170380498,-0.09444827793384833,0.07508743693707635,0.09408050570502119,-0.018993068767944835,0.04078448365325269,0.03616548293773544,0.004619000715517255
shallow,taylor,minimal_ce,211,0.4,0.40106683401317855,18488,1,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.6726226347420952,0.5134544405960633,0.9573366008014521,0.962881499873913,0.9566581233283203,0.9769596762378778,0.8399262270756828,0.59004003626348,0.6555295168809562,0.0433418766716797,0.030895123580494323,0.17694916168091304,0.12417944476645106,0.11478835991701206,0.7274158650499186,0.3777914842779861,0.12798943898956097,0.14589669969940994,0.12663344578909902,0.12073218088927397,0.0830200290212343,0.16581247621769932,-0.08279244719646502,0.07660586287193698,0.09210691612062201,-0.015501053248685032,0.040329320003714135,0.03207993401947736,0.008249385984236773
shallow,taylor,minimal_ce,307,0.4,0.40106683401317855,18488,1,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.680411395112999,0.5333867114499506,0.9399657352804628,0.9609029884558149,0.9374038393030792,0.9672417458617545,0.8212572348262094,0.6259806126088798,0.6628853889658067,0.06259616069692074,0.015597862391449566,0.148966037823047,0.12555241251422553,0.09449776763290978,0.8042983677458233,0.4032199885315425,0.1422251372925288,0.15908843465579614,0.13572087908486616,0.12099502806297407,0.0767879283317524,0.15179161515731365,-0.07500368682556126,0.07738328238534883,0.11155332788350723,-0.0341700454981584,0.039444481869011186,0.04856596140576383,-0.009121479536752644
shallow,taylor,minimal_ce,401,0.4,0.40106683401317855,18488,1,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.672773749073742,0.5230161893149117,0.9551427120106764,0.9644281213294177,0.9540065432600378,0.9757379167183656,0.8381729366976602,0.6155799493749579,0.655358136615105,0.04599345673996222,0.025150300601202404,0.17493496215191995,0.12371344449301289,0.11134011664119557,0.7443048254095533,0.3895887518195176,0.12988049223217715,0.14757060953695292,0.12772474615523266,0.11063572158923418,0.08622984307778019,0.1688711759425984,-0.08264133286481821,0.07781659817970954,0.09507094180641708,-0.01725434362670754,0.04121051682922078,0.03515501963575984,0.006055497193460935
shallow,taylor,minimal_ce,503,0.4,0.40106683401317855,18488,1,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.6954791325673233,0.5369515190135343,0.9446757687258877,0.9633150928919618,0.9423950488433758,0.969889504678537,0.8220947359413604,0.5967559769998271,0.6788314561738297,0.05760495115662423,0.01576486305945224,0.13391538436357264,0.12964820830597346,0.07386752585688608,0.7337020126509359,0.37585748235195504,0.13707283650096888,0.1538522320315046,0.1310448918804267,0.12547400999849612,0.08946514629870024,0.14940109566993717,-0.05993594937123693,0.07597045441718116,0.10930299880018862,-0.033332544383007465,0.041303370213726646,0.04571481630505432,-0.004411446091327674
shallow,taylor,full_ce,101,0.4,0.40106683401317855,18488,4,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.7043074867137731,0.5453533544547658,0.9364282033962491,0.9653114129595508,0.9328940350039379,0.9652167416284386,0.8236095205670246,0.6146745788387723,0.687390841361568,0.06710596499606211,0.0022712090848363395,0.12618016494869183,0.11932302869367799,0.1420546941910949,0.8018746557686987,0.39914324694146686,0.1397719569427325,0.15507389126686608,0.13115194637079816,0.10557992929840702,0.0918647690590675,0.14297236428385462,-0.051107595224787125,0.08107192860120928,0.11288968835855244,-0.03181775975734316,0.04143445734479375,0.054093468765760044,-0.012659011420966294
shallow,taylor,full_ce,211,0.4,0.40106683401317855,18488,5,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.6860736309132586,0.5734950992875447,0.9312120279725372,0.963591619844717,0.927250039956635,0.9622500119898326,0.8220091651752471,0.6687529307260376,0.6679786564172282,0.07274996004336498,6.68002672010688e-05,0.14377263808146531,0.11549874545794155,0.1716311645100875,1.0207302306421537,0.4597814168490167,0.14604259482120868,0.16149534003455604,0.13681964413485223,0.11836535007817901,0.09686064527640267,0.16620209630170432,-0.06934145102530165,0.08380108984384245,0.11721920499296316,-0.033418115149120714,0.041001141550433044,0.05887632839511118,-0.017875186844678134
shallow,taylor,full_ce,307,0.4,0.40106683401317855,18488,8,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.6802529981629595,0.5513796947590202,0.9294205038479535,0.9625340535358979,0.9253687082742007,0.9612292699709365,0.8218034312056557,0.6484622341533486,0.6618359255400885,0.07463129172579927,0.0003006012024048096,0.14971125313635514,0.11382152959775704,0.19803257785376788,1.0878876609193848,0.46917744507556797,0.14796748189510725,0.16345327198941106,0.13858549702960204,0.11434323634127752,0.08761536122697555,0.16277744500257624,-0.07516208377560069,0.08580745121100841,0.11943130032972055,-0.033623849118712135,0.04078994561704715,0.06045665658630904,-0.01966671096926189
shallow,taylor,full_ce,401,0.4,0.40106683401317855,18488,4,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.6987508488802064,0.5467556704162695,0.9449488669156109,0.9706357033452966,0.9418058088282019,0.9700154994788883,0.8325398313709711,0.6175127466670794,0.6814137138873858,0.058194191171798124,0.0005344021376085504,0.14150233096417766,0.11888976397663836,0.158521461421772,0.8537543587308305,0.42311455076707116,0.13353196674999196,0.14924269871989776,0.12700904683269823,0.10730603607354051,0.08619160933121894,0.14285584238957275,-0.0566642330583538,0.0827178003579407,0.1056052493113374,-0.0228874489533967,0.04371755821087914,0.047855906112483686,-0.0041383479016045485
shallow,taylor,full_ce,503,0.4,0.40106683401317855,18488,5,results/saber/17b_calibrated_checkpoint_freeze/taylor_r40cal_removed_groups.csv,549253.0,0.6838924867046698,0.5667581913403952,0.916191627537765,0.9555854843403853,0.9113713694823738,0.9536251040191174,0.8135394799846337,0.6283226829564437,0.6656794649854711,0.08862863051762618,0.0002004008016032064,0.13712154326966589,0.10857036122723675,0.18892292429269317,1.0349150971521406,0.4654032425790086,0.15673408550643633,0.17132469007907103,0.14430435518786425,0.11552875472940481,0.08655209894165349,0.15807469417554387,-0.07152259523389039,0.08251752835214372,0.12440532869187788,-0.04188780033973416,0.03951002543454474,0.07240561271399519,-0.03289558727945045
shallow,fisher,minimal_ce,101,0.4,0.39915476937558836,18023,1,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.7226833535729437,0.5469327878199007,0.9580630419861157,0.9599293629169479,0.9578346777377035,0.9773703021812301,0.8445525104095927,0.62419094162206,0.7088846225686628,0.04216532226229654,0.03797595190380761,0.12889529050880683,0.1200547646602338,0.06202824379167809,0.6766249881791923,0.3357130446850027,0.11745118673301132,0.1335890746158874,0.11509268042231904,0.100108983902604,0.08156350534271092,0.11429523370832749,-0.032731728365616566,0.07345430976253202,0.08432907967730718,-0.010874769914775165,0.03911130207754896,0.030135474908648655,0.008975827168900306
shallow,fisher,minimal_ce,211,0.4,0.39915476937558836,18023,1,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.6606827818873998,0.5037056682110235,0.9436416369141362,0.9537822431804561,0.9424008257062696,0.9693441095233803,0.8326891250480197,0.5743695295995308,0.6431285178687998,0.05759917429373037,0.03483633934535738,0.18192304063252798,0.11734926720494192,0.12334318008266357,0.7711643467195574,0.4105792153325353,0.13907813581961925,0.15657156173930775,0.13534400358304827,0.13624729081826595,0.08430541116753118,0.17903771121869158,-0.0947323000511604,0.07794040269238402,0.10067855796873208,-0.022738155276348065,0.0378969254605801,0.04334250336365937,-0.005445577903079271
shallow,fisher,minimal_ce,307,0.4,0.39915476937558836,18023,1,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.7086224381113986,0.5450119671135374,0.9526083608100456,0.9552507354916993,0.952285038117667,0.9743571556637881,0.8371278809583198,0.6218778883145251,0.694232572648865,0.047714961882333005,0.041783567134268534,0.13591417892484878,0.12213828654395326,0.08571253851704358,0.7030661233266826,0.36272116254966386,0.1248412237469193,0.14146996010945775,0.12181016762766886,0.11501153684017526,0.0818620926968082,0.12865473652396983,-0.046792643827161626,0.07688260237085642,0.09518200173690448,-0.01829939936604806,0.040322037385321516,0.03680089139249126,0.003521145992830259
shallow,fisher,minimal_ce,401,0.4,0.39915476937558836,18023,1,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.7253014548850893,0.5479791320804432,0.9627020699022126,0.9479043282133541,0.9645127312430076,0.9799599708096031,0.8481137108035823,0.5988674916480752,0.7134252368032381,0.03548726875699241,0.06870407481629927,0.12989276216848028,0.12119473227128919,0.06906148151941909,0.6678842214666484,0.3385542055822615,0.11225200408554892,0.12911536213730285,0.11244399211292429,0.09797681192151782,0.08430359051293301,0.11441721756640383,-0.030113627053470815,0.07667140643747053,0.08398497595825603,-0.007313569520785504,0.04040942880603292,0.02679457372103566,0.013614855084997258
shallow,fisher,minimal_ce,503,0.4,0.39915476937558836,18023,1,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.71392782561042,0.561000002164279,0.9489888994689151,0.968428697061787,0.9466102331349302,0.9722921067413508,0.8396239984123892,0.6289472643845568,0.6979971616346982,0.05338976686506981,0.009752839011356046,0.13294294577643925,0.11567012572379277,0.0691332815556892,0.6775022970084597,0.3424440669581146,0.12624418983601363,0.1415566232683299,0.12073689174205693,0.10911591242378993,0.08598587536162752,0.12747313168976773,-0.04148725632814021,0.07595042721660146,0.0917537091285801,-0.015803281911978634,0.039923314028325746,0.040021629376626074,-9.831534830032768e-05
shallow,fisher,full_ce,101,0.4,0.39915476937558836,18023,4,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.6957758992668224,0.5296456720660465,0.9392338321320047,0.9675347549597348,0.9357709127250811,0.9667996960087218,0.8294683870638849,0.5974386917830868,0.6782768773360189,0.06422908727491898,0.0007014028056112224,0.14140027305305278,0.1160937623360093,0.1584865557843237,0.8422663723187964,0.4152332659230494,0.13790229639164467,0.15334863896965517,0.13024180113718087,0.11178566266838466,0.08661764250718704,0.14625682517892483,-0.05963918267173779,0.0837592147880849,0.10971810804856778,-0.025958893260482882,0.040921032748114254,0.0507744154333249,-0.009853382685210646
shallow,fisher,full_ce,211,0.4,0.39915476937558836,18023,5,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.6906179847902515,0.5634070749602982,0.9287632475380199,0.9619976318759684,0.9246966665575481,0.9608550324598991,0.8198043524568823,0.6552474804306967,0.6728215931432489,0.07530333344245185,0.0007014028056112224,0.1366343611656169,0.11524071224868239,0.16665616304468617,0.9770054576701128,0.4479908187678218,0.1472185859703998,0.16243406954536435,0.1373137697927913,0.1151121693570305,0.09316835775134592,0.15796545489965463,-0.06479709714830871,0.08273418624932408,0.11835711411680956,-0.035622927867485485,0.0410266307148072,0.06135059799400276,-0.02032396727919556
shallow,fisher,full_ce,307,0.4,0.39915476937558836,18023,5,results/saber/17b_calibrated_checkpoint_freeze/fisher_r40cal_removed_groups.csv,549253.0,0.6977021518316695,0.5468190022596136,0.9392866311153513,0.9676413627453117,0.9358171276282319,0.9668291702766607,0.8333700498677294,0.6238491935114878,0.6803045562117644,0.06418287237176809,0.0005344021376085504,0.1434895717996661,0.11202299961680143,0.1722444007326604,0.978910794877853,0.446263690345334,0.13626112799262513,0.15138524505100565,0.128668391433456,0.11262986705574132,0.08990210340225725,0.14761503350914787,-0.05771293010689062,0.08430176985833486,0.10635900031497325,-0.02205723045663839,0.040358450477284605,0.05015903417914877,-0.009800583701864166
