group_id,module_path,channel_index,magnitude,taylor,fisher,sbl_raw,sem_rank,saber_v2,random
conv.0:out:0,conv.0,0,1.3333852589130402,0.18308913693763315,0.016222455198294482,1.9119418795989696,0.75,0.005174569023247375,0.5118216247002567
conv.0:out:1,conv.0,1,0.9615724459290504,0.06239955710043432,0.003367810737911192,1.7224396690841903,0.703125,0.004851158459294414,0.9504636963259353
conv.0:out:2,conv.0,2,1.086216151714325,0.051829623384401204,0.0013856163363016095,0.4673313466423515,0.1875,0.0012936422558118437,0.14415961271963373
conv.0:out:3,conv.0,3,0.8906092345714569,0.03776369771367172,0.0006262718753262675,1.1656449402069204,0.578125,0.003988730288753185,0.9486494471372439
conv.0:out:4,conv.0,4,1.5399035513401031,0.2875520223751664,0.03013845350360498,3.9561809754524693,0.921875,0.006360407757741564,0.31183145201048545
conv.0:out:5,conv.0,5,0.8597787544131279,0.007977017143457488,3.017632257873437e-05,0.18457145064123673,0.03125,0.00021560704263530727,0.42332644897257565
conv.0:out:6,conv.0,6,1.222257375717163,0.2669136426993646,0.033688863014049275,3.125586565095539,0.890625,0.006144800715106257,0.8277025938204418
conv.0:out:7,conv.0,7,1.0808380246162415,0.009025278219996834,5.106434084218847e-05,0.37771528037825264,0.15625,0.0010780352131765363,0.4091991363691613
conv.0:out:8,conv.0,8,0.8834405466914177,0.021476983534375903,0.00030546461161811144,0.6300395581282465,0.265625,0.0018326598624001118,0.5495936876730595
conv.0:out:9,conv.0,9,1.4742679297924042,0.07559305698378012,0.003833201429779365,0.9217844453110502,0.46875,0.003234105639529609,0.027559113243068367
conv.0:out:10,conv.0,10,1.7422126531600952,0.17488444501068443,0.015346451123332373,2.527573902640522,0.828125,0.0057135866298356425,0.7535131086748066
conv.0:out:11,conv.0,11,1.661271095275879,0.1083679341871175,0.005086543991426851,4.8501109424319635,0.953125,0.006576014800376871,0.5381433132192782
conv.0:out:12,conv.0,12,1.524778425693512,0.031631484648460176,0.00043021691287497,0.7270847850861959,0.3125,0.0021560704263530726,0.32973171649909216
conv.0:out:13,conv.0,13,1.0868523120880127,0.06364462158089737,0.0028961617881272162,2.2877192339890695,0.8125,0.005605783108517989,0.7884287034284043
conv.0:out:14,conv.0,14,1.4064079821109772,0.08534458133508452,0.0033501172993908312,2.7702507864832775,0.875,0.006036997193788604,0.303194829291645
conv.0:out:15,conv.0,15,1.3883422017097473,0.06165285693714395,0.001875601306073804,1.0659267456401758,0.515625,0.00355751620348257,0.4534978894806515
conv.0:out:16,conv.0,16,0.9947429746389389,0.01615509231451142,9.461801977592721e-05,0.5421754825968867,0.234375,0.0016170528197648045,0.13404169724716475
conv.0:out:17,conv.0,17,1.0242387969046831,0.0103589416270097,4.643312266462557e-05,0.2755016565064213,0.109375,0.0007546246492235755,0.40311298644712923
conv.0:out:18,conv.0,18,0.9046584693714976,0.036534840811509636,0.0005608654942335534,1.1012227827739172,0.53125,0.0036653197248002235,0.20345524067614962
conv.0:out:19,conv.0,19,1.3601511642336845,0.07530175436986611,0.001811849221758166,1.901576774449797,0.734375,0.005066765501929721,0.2623133404418495
conv.0:out:20,conv.0,20,1.0130213126540184,0.019005907932660195,0.0001420138216927852,0.4889301730763447,0.203125,0.0014014457771294973,0.7503646726300526
conv.0:out:21,conv.0,21,0.7833868712186813,0.011849606318264705,9.597866863075843e-05,0.2296904747678665,0.0625,0.00043121408527061454,0.2804087579860399
conv.0:out:22,conv.0,22,0.7284274250268936,0.00924561143401661,3.440191260984382e-05,0.1961016428310825,0.046875,0.00032341056395296093,0.48519097443163506
conv.0:out:23,conv.0,23,1.3534137457609177,0.05919483661709819,0.001050015920407077,0.7829949356457866,0.375,0.0025872845116236875,0.9807371998012386
