epoch,train_loss,val_macro_f1,val_awbir,val_hsr_balanced_soc
1,0.6250617353749516,0.5407005042813273,0.10868802816271207,0.16285828206673428
2,0.540051334225562,0.5023216262998491,0.1148062708371703,0.17681359956158638
3,0.5245325449135713,0.5374802463077273,0.11175236652490551,0.16676212965609655
4,0.5141510285551087,0.517192207723044,0.12075007926136037,0.17722433923892997
