epoch,train_loss,val_macro_f1,val_awbir,val_hsr_balanced_soc
1,0.5588873303744146,0.547447050546734,0.10431840995691395,0.15717383428037718
2,0.5168944168576332,0.5246999058955889,0.11264877826937604,0.15889617353023106
3,0.5050777967515148,0.5359171276403562,0.11921071281194986,0.15538449494131118
4,0.4962855782423468,0.49803782224004134,0.12092543104854757,0.1699748567599995
