group_id,module_path,layer_index,channel_index,out_channels,in_channels,kernel_size,parameter_cost,flops_cost,batchnorm_path,downstream_path,downstream_kind,random,magnitude,taylor,fisher,bn_gamma,r_sbl,profile_min,profile_mean,profile_max,profile_aggregation,profile_cvar_q,v_c,selection_priority,protected,selected_for_pruning,selection_order
conv.3:out:18,conv.3,1,18,128,64,3,229,15812.0,conv.5,head,linear_in,0.8140203846660347,13.96940791606903,2.932457053195685,0.0944222152364091,2.295421838760376,0.0013242618975779,0.0012739311190102,0.00130201561397,0.0013242618975779,cvar,0.75,0.0390147316663204,5.148117788173758e-05,False,False,
conv.3:out:19,conv.3,1,19,128,64,3,229,15812.0,conv.5,head,linear_in,0.1669729199077039,13.95117461681366,0.0534280019495781,0.0001860972012593,2.374321699142456,0.0008919028931095,0.0008644299819592,0.0008796753757735,0.0008919028931095,cvar,0.75,0.0219123835386183,1.0559886156571206e-05,False,True,42.0
conv.3:out:20,conv.3,1,20,128,64,3,229,15812.0,conv.5,head,linear_in,0.0227120731338604,12.059149719774725,0.5218931366107427,0.0032793128032494,2.0164361000061035,0.0005479273186546,0.0005354413912541,0.0005415973844431,0.0005479273186546,cvar,0.75,0.0053444837899069,1.4363820600721226e-06,False,True,4.0
conv.3:out:21,conv.3,1,21,128,64,3,229,15812.0,conv.5,head,linear_in,0.0900478607756417,13.655370458960531,2.472291916050017,0.0849994794349186,1.7178905010223389,0.00087045293087,0.0008521507690894,0.0008634975841946,0.00087045293087,cvar,0.75,0.0208434867806369,5.694906449256368e-06,False,True,22.0
conv.3:out:22,conv.3,1,22,128,64,3,229,15812.0,conv.5,head,linear_in,0.7223593505964503,13.352859526872637,0.1597517288755625,0.0008231083689224,2.117000102996826,0.0011742340859095,0.001153914858129,0.0011661218564659,0.0011742340859095,cvar,0.75,0.0342046962554042,4.56842493420472e-05,False,False,
conv.3:out:23,conv.3,1,23,128,64,3,229,15812.0,conv.5,head,linear_in,0.4618772302513874,13.431035317480564,1.5231070026755331,0.052199196035508,2.1107430458068848,0.0021761833161174,0.0021383551319437,0.0021581551796355,0.0021761833161174,cvar,0.75,0.0609271152049387,2.9210550863356147e-05,False,False,
conv.3:out:24,conv.3,1,24,128,64,3,229,15812.0,conv.5,head,linear_in,0.1612717790336018,15.154363930225372,0.1165808652760461,0.000247104345442,3.2592110633850098,0.0017851604312886,0.0015931878283915,0.0016657509844995,0.0017851604312886,cvar,0.75,0.0539792862780597,1.019932829709093e-05,False,True,39.0
conv.3:out:25,conv.3,1,25,128,64,3,229,15812.0,conv.5,head,linear_in,0.5010447751033635,12.582912616431711,1.5214105357415977,0.0353459780511912,2.172523260116577,0.0008456611642663,0.0008167390232661,0.0008292953216344,0.0008456611642663,cvar,0.75,0.0187056932646741,3.16876280738277e-05,False,False,
conv.3:out:26,conv.3,1,26,128,64,3,229,15812.0,conv.5,head,linear_in,0.1523121027131684,14.019429825246334,0.4782026301138103,0.0036913981151428,2.434090137481689,0.0019977615782307,0.0019818292087727,0.0019898702471485,0.0019977615782307,cvar,0.75,0.058789321688976,9.632690533339766e-06,False,True,37.0
conv.3:out:27,conv.3,1,27,128,64,3,229,15812.0,conv.5,head,linear_in,0.696320375077736,16.30247610807419,2.2685273877345025,0.0712432470136263,2.607524871826172,0.0024753455892296,0.0024244173113803,0.0024523548044304,0.0024753455892296,cvar,0.75,0.0635993570998922,4.403746364013003e-05,False,False,
conv.3:out:28,conv.3,1,28,128,64,3,229,15812.0,conv.5,head,linear_in,0.4461562755740307,13.505410626530647,2.274712215922773,0.097152595465377,2.222750425338745,0.0022521988563534,0.0022107258462698,0.0022312216205947,0.0022521988563534,cvar,0.75,0.0619960119629201,2.8216308852392533e-05,False,False,
conv.3:out:29,conv.3,1,29,128,64,3,229,15812.0,conv.5,head,linear_in,0.3810212260964825,12.896560311317444,0.6058961286442355,0.0046014778982907,1.8354613780975344,0.0006378822874668,0.0006260235147788,0.0006321492935485,0.0006378822874668,cvar,0.75,0.0096200708218324,2.4096965981310554e-05,False,False,
conv.3:out:30,conv.3,1,30,128,64,3,229,15812.0,conv.5,head,linear_in,0.3015120891478765,16.880991101264954,0.1151639665360562,0.0003334275847919,2.752556085586548,0.0013475493947775,0.0011786945376962,0.0012419458384561,0.0013475493947775,cvar,0.75,0.0358080413923763,1.906856116543616e-05,False,False,
conv.3:out:31,conv.3,1,31,128,64,3,229,15812.0,conv.5,head,linear_in,0.6302825931188885,15.706153005361555,0.9967427046038212,0.0101573154577636,1.8814096450805664,0.0008636960773968,0.0008502780769459,0.0008555033844098,0.0008636960773968,cvar,0.75,0.0203090384016462,3.986102916259097e-05,False,False,
conv.3:out:32,conv.3,1,32,128,64,3,229,15812.0,conv.5,head,linear_in,0.3618126105533904,14.103911405429244,1.4519632048904896,0.0287606850864904,2.173314332962036,0.001125109824452,0.0011067965341007,0.0011182737602342,0.001125109824452,cvar,0.75,0.0320669027394414,2.2882153462774503e-05,False,False,
conv.3:out:33,conv.3,1,33,128,64,3,229,15812.0,conv.5,head,linear_in,0.087649919316101,15.068360894918442,0.76265833619982,0.0087033804127713,2.357794523239136,0.0025917212758098,0.0025431219461186,0.0025715842881158,0.0025917212758098,cvar,0.75,0.0646682538578736,5.543253182146534e-06,False,True,21.0
conv.3:out:34,conv.3,1,34,128,64,3,229,15812.0,conv.5,head,linear_in,0.1180059021205153,14.77673077583313,0.925913691148162,0.0151423031988088,2.2103426456451416,0.0015214091411647,0.001493969251453,0.0015119569290066,0.0015214091411647,cvar,0.75,0.0486348024881528,7.463059835600512e-06,False,True,33.0
conv.3:out:35,conv.3,1,35,128,64,3,229,15812.0,conv.5,head,linear_in,0.9618976645495144,15.437850922346115,2.517579430807382,0.1068927655491279,1.951506733894348,0.0013185878598546,0.0013076880830941,0.00131244304081,0.0013185878598546,cvar,0.75,0.0411525251822832,6.083339644254455e-05,False,False,
conv.3:out:36,conv.3,1,36,128,64,3,229,15812.0,conv.5,head,linear_in,0.908580690707607,11.806807406246662,0.2889305726625025,0.0017873380991659,1.7242581844329834,0.0006200025684606,0.0006121650538574,0.0006167299324711,0.0006200025684606,cvar,0.75,0.0080167256848603,5.7461465387528906e-05,False,False,
conv.3:out:37,conv.3,1,37,128,64,3,229,15812.0,conv.5,head,linear_in,0.6997071338107496,13.90400207042694,0.0491124154825229,5.1366850993872506e-05,2.585352897644043,0.0006381321911461,0.0005687627207049,0.0005951536634719,0.0006381321911461,cvar,0.75,0.0069478289268789,4.425165278337652e-05,False,False,
conv.3:out:38,conv.3,1,38,128,64,3,229,15812.0,conv.5,head,linear_in,0.2658699614595196,14.368688831105828,1.1572043654392474,0.0176238534405229,2.067474126815796,0.0015707128082155,0.0015459794216664,0.0015552320904764,0.0015707128082155,cvar,0.75,0.0507725960041156,1.681444228810521e-05,False,False,
conv.3:out:39,conv.3,1,39,128,64,3,229,15812.0,conv.5,head,linear_in,0.969176377347724,15.443182907998562,1.3757291667163372,0.0233095374540425,2.1604995727539062,0.0014869730220461,0.0014542662296857,0.0014734380805409,0.0014869730220461,cvar,0.75,0.0454281122142087,6.129372485123476e-05,False,False,
conv.3:out:40,conv.3,1,40,128,64,3,229,15812.0,conv.5,head,linear_in,0.7787509039657946,15.000350818037989,0.3888267991831526,0.0022676117640912,2.145761728286743,0.000927661239415,0.0009185014073318,0.0009243084112328,0.000927661239415,cvar,0.75,0.024050177054581,4.925062635756354e-05,False,False,
conv.3:out:41,conv.3,1,41,128,64,3,229,15812.0,conv.5,head,linear_in,0.7168901891589956,15.029701948165894,1.151909920014441,0.0242448426201008,1.9256346225738523,0.002003317724323,0.0019742684510447,0.0019875752083382,0.002003317724323,cvar,0.75,0.0582548733099853,4.533836258278495e-05,False,False,
conv.3:out:42,conv.3,1,42,128,64,3,229,15812.0,conv.5,head,linear_in,0.4493615021437886,12.13940979540348,1.0831280150916427,0.0180251680583751,1.7880725860595703,0.0006611802278995,0.0006566594806884,0.0006587702307711,0.0006611802278995,cvar,0.75,0.0112234159588045,2.841901733770482e-05,False,False,
conv.3:out:43,conv.3,1,43,128,64,3,229,15812.0,conv.5,head,linear_in,0.272241561845159,12.921543031930923,0.2910601263283752,0.0027321037291414,2.078720092773437,0.0008343463343948,0.00082109453968,0.0008285342535824,0.0008343463343948,cvar,0.75,0.0181712448856834,1.721740208987851e-05,False,False,
conv.3:out:44,conv.3,1,44,128,64,3,229,15812.0,conv.5,head,linear_in,0.0963909621534993,14.855873845517635,1.377603176049888,0.0316465349154896,2.288433790206909,0.0018487378139416,0.0018306711459813,0.0018420346758831,0.0018487378139416,cvar,0.75,0.0561170797940225,6.096063885245338e-06,False,True,25.0
conv.3:out:45,conv.3,1,45,128,64,3,229,15812.0,conv.5,head,linear_in,0.9026023965438416,12.86900083720684,0.1304023724980652,0.0004026781953143,1.916620135307312,0.0003835803627152,0.0003720565877833,0.0003790031426872,0.0003835803627152,cvar,0.75,0.0032066902739441,5.708337949303324e-05,False,False,
conv.3:out:46,conv.3,1,46,128,64,3,229,15812.0,conv.5,head,linear_in,0.455776289833611,13.218060299754145,2.409694710280746,0.0992265702414442,1.8768887519836424,0.0008308745350617,0.0008254306552251,0.0008276040309522,0.0008308745350617,cvar,0.75,0.0171023481277021,2.882470843875607e-05,False,False,
conv.3:out:47,conv.3,1,47,128,64,3,229,15812.0,conv.5,head,linear_in,0.2023633647952303,12.23061276972294,0.8123565943911671,0.0106882338179275,1.889100790023804,0.0005016338700823,0.0004949474586739,0.0004980097495411,0.0005016338700823,cvar,0.75,0.0048100354109162,1.2798087831724658e-05,False,False,
conv.3:out:48,conv.3,1,48,128,64,3,229,15812.0,conv.5,head,linear_in,0.3059566241506525,14.91735252737999,0.1435190938704181,0.0002846211563991,2.007340669631958,0.0013906102718871,0.0013476971605609,0.0013735507257009,0.0013906102718871,cvar,0.75,0.0427558703192552,1.934964736596588e-05,False,False,
conv.3:out:49,conv.3,1,49,128,64,3,229,15812.0,conv.5,head,linear_in,0.579219568941896,14.2349271774292,0.1846915736619848,0.0004338287410391,2.107085466384888,0.0007066641243499,0.0006978373142923,0.000703283894118,0.0007066641243499,cvar,0.75,0.0128267610957765,3.6631644886282317e-05,False,False,
conv.3:out:50,conv.3,1,50,128,64,3,229,15812.0,conv.5,head,linear_in,0.1767727829392317,13.790230438113213,4.832020971551538,0.3238859267905354,1.8100608587265008,0.0016062497052834,0.0015770427551795,0.0015869574608696,0.0016062497052834,cvar,0.75,0.051841492762097,1.1179659937973166e-05,False,True,45.0
conv.3:out:51,conv.3,1,51,128,64,3,229,15812.0,conv.5,head,linear_in,0.8566142840923755,13.539020001888275,1.592707744240761,0.0410964563023299,2.1729860305786133,0.0009656767923802,0.0009457447154397,0.0009529384637846,0.0009656767923802,cvar,0.75,0.0251190738125624,5.417494839946721e-05,False,False,
conv.3:out:52,conv.3,1,52,128,64,3,229,15812.0,conv.5,head,linear_in,0.7585195298352101,13.790391048416495,1.3541643832577392,0.0306614424423059,2.010438203811645,0.002069129512281,0.0019468447243315,0.0020126206705993,0.002069129512281,cvar,0.75,0.0593237700679667,4.7971131408753486e-05,False,False,
conv.3:out:53,conv.3,1,53,128,64,3,229,15812.0,conv.5,head,linear_in,0.7194629559509368,13.616883368697016,0.2996084319167494,0.0014693151254978,2.36806583404541,0.0012452868466082,0.0012252856273994,0.0012338731716787,0.0012452868466082,cvar,0.75,0.0352735930133856,4.550107234701093e-05,False,False,
conv.3:out:54,conv.3,1,54,128,64,3,229,15812.0,conv.5,head,linear_in,0.4320930397751037,13.20451326109469,0.2030781256890577,0.0005652555051609,2.363515138626098,0.0005697690388009,0.0005579485406648,0.0005628094993569,0.0005697690388009,cvar,0.75,0.0058789321688976,2.7326906133006813e-05,False,False,
conv.3:out:55,conv.3,1,55,128,64,3,229,15812.0,conv.5,head,linear_in,0.6273088407024432,12.483545890077949,0.05601993076707,4.617894907417152e-05,1.5934019088745115,0.0002093505280918,0.0002075129217002,0.0002087041618962,0.0002093505280918,cvar,0.75,0.0010688967579813,3.9672959821808956e-05,False,False,
conv.3:out:56,conv.3,1,56,128,64,3,229,15812.0,conv.5,head,linear_in,0.5840979689127356,17.88240620493889,0.1948894549568649,0.0017549603530142,1.7329939603805542,0.0008386862641928,0.0007691736058534,0.0008060116258496,0.0008386862641928,cvar,0.75,0.01549900299073,3.694017005519451e-05,False,False,
conv.3:out:57,conv.3,1,57,128,64,3,229,15812.0,conv.5,head,linear_in,0.64984660155482,12.941325068473816,0.5479225635994226,0.0041122514070593,2.122471570968628,0.0010819610908847,0.0010497931157605,0.0010675932131389,0.0010819610908847,cvar,0.75,0.0304635576024693,4.109831783169871e-05,False,False,
conv.3:out:58,conv.3,1,58,128,64,3,229,15812.0,conv.5,head,linear_in,0.084444321139889,13.634212017059326,2.89088928909041,0.1183785159504623,2.2172274589538574,0.0015096955079426,0.0014811167599949,0.0014918496848176,0.0015096955079426,cvar,0.75,0.0475659057301715,5.340521195287693e-06,False,True,20.0
conv.3:out:59,conv.3,1,59,128,64,3,229,15812.0,conv.5,head,linear_in,0.4158074021706096,14.265048801898956,1.4086544185876846,0.0297568033216521,1.654981255531311,0.0008620233216307,0.0008417079027687,0.0008487239475293,0.0008620233216307,cvar,0.75,0.0197745900226555,2.6296951819542725e-05,False,False,
conv.3:out:60,conv.3,1,60,128,64,3,229,15812.0,conv.5,head,linear_in,0.0416141738618924,12.674085766077042,1.3752067035064102,0.0267838520681834,2.1863858699798584,0.001000603934226,0.0009656896465414,0.0009801646689288,0.001000603934226,cvar,0.75,0.0256535221915531,2.6318096295150774e-06,False,True,9.0
conv.3:out:61,conv.3,1,61,128,64,3,229,15812.0,conv.5,head,linear_in,0.4939908192445189,14.286986365914345,2.9218674496747554,0.1213811584719223,2.332667350769043,0.0018906579859234,0.0018452913269204,0.0018613327317263,0.0018906579859234,cvar,0.75,0.0571859765520039,3.124151399219067e-05,False,False,
conv.3:out:62,conv.3,1,62,128,64,3,229,15812.0,conv.5,head,linear_in,0.3298612123327853,13.567643098533154,1.2115226490423083,0.0238706556963734,2.4807846546173096,0.0017392736465737,0.0016941615578764,0.0017171747782227,0.0017392736465737,cvar,0.75,0.0555826314150318,2.0861447782240407e-05,False,False,
conv.3:out:63,conv.3,1,63,128,64,3,229,15812.0,conv.5,head,linear_in,0.1445241888660469,13.231003429740667,0.2321936397464014,0.0007162946606513,2.0423545837402344,0.0007808556349754,0.0007591215412689,0.0007724985550772,0.0007808556349754,cvar,0.75,0.0144301062327486,9.140158668482601e-06,False,True,36.0
conv.3:out:64,conv.3,1,64,128,64,3,229,15812.0,conv.5,head,linear_in,0.1034029677225516,14.46703027188778,2.775644975528121,0.10887562729622,1.9148787260055544,0.0016363780878852,0.0016131041359935,0.0016268724446663,0.0016363780878852,cvar,0.75,0.0523759411410877,6.539524900237263e-06,False,True,28.0
conv.3:out:65,conv.3,1,65,128,64,3,229,15812.0,conv.5,head,linear_in,0.587644572177712,13.574287049472332,0.6302620225585998,0.0053776358081449,2.020936250686645,0.0006492295148682,0.0006445515133049,0.0006463497499034,0.0006492295148682,cvar,0.75,0.0106889675798138,3.71644682631996e-05,False,False,
conv.3:out:66,conv.3,1,66,128,64,3,229,15812.0,conv.5,head,linear_in,0.1705929685368861,13.72117169201374,0.5386376233771444,0.0056714794161962,2.113102674484253,0.0013143175185799,0.0013106014968356,0.0013124381890186,0.0013143175185799,cvar,0.75,0.0406180768032925,1.0788829277566791e-05,False,True,43.0
conv.3:out:67,conv.3,1,67,128,64,3,229,15812.0,conv.5,head,linear_in,0.9251201183767972,13.463742602616549,0.7563553539104759,0.0091541334797511,1.8706395626068115,0.0008839511611101,0.000880793078814,0.0008823054320395,0.0008839511611101,cvar,0.75,0.022446831917609,5.850747017308356e-05,False,False,
conv.3:out:68,conv.3,1,68,128,64,3,229,15812.0,conv.5,head,linear_in,0.581061139700395,13.903084117919208,2.7196787882363425,0.1124145180348477,2.265773057937622,0.0010667097614886,0.0010126209432529,0.0010319752304785,0.0010667097614886,cvar,0.75,0.0277913157075159,3.6748111541891915e-05,False,False,
conv.3:out:69,conv.3,1,69,128,64,3,229,15812.0,conv.5,head,linear_in,0.346869804534837,13.82274316251278,1.0755293923430145,0.0152645512171147,1.8929314613342283,0.0008352457837083,0.0008039336886773,0.0008197536561281,0.0008352457837083,cvar,0.75,0.0165678997487114,2.1937123990313497e-05,False,False,
conv.3:out:70,conv.3,1,70,128,64,3,229,15812.0,conv.5,head,linear_in,0.5909154914814168,14.158407386392357,0.0568244345325183,0.000114253612694,2.0282278060913086,0.0006316886963514,0.0006225761917383,0.0006262296535558,0.0006316886963514,cvar,0.75,0.008551174063851,3.737133136108125e-05,False,False,
conv.3:out:71,conv.3,1,71,128,64,3,229,15812.0,conv.5,head,linear_in,0.0228038710296974,15.382394548505545,0.5025938018603483,0.0043452198889575,2.289577007293701,0.0010458961001801,0.0010151765161339,0.0010298041931527,0.0010458961001801,cvar,0.75,0.0272568673285252,1.4421876441751455e-06,False,True,5.0
conv.3:out:72,conv.3,1,72,128,64,3,229,15812.0,conv.5,head,linear_in,0.9585592132414452,12.978085208684206,0.1642093058173486,0.000473928011372,2.223071336746216,0.0008335910692192,0.0008313127726021,0.0008324013669847,0.0008335910692192,cvar,0.75,0.0192401416436648,6.062226241091862e-05,False,False,
conv.3:out:73,conv.3,1,73,128,64,3,229,15812.0,conv.5,head,linear_in,0.4823034369429002,13.233713269233704,2.354303406365216,0.0801055616626399,1.826159119606018,0.0009082063286133,0.0008836736110266,0.0008936447925028,0.0009082063286133,cvar,0.75,0.0235157286755904,3.0502367628566922e-05,False,False,
conv.3:out:74,conv.3,1,74,128,64,3,229,15812.0,conv.5,head,linear_in,0.7827352272502862,14.539448882453144,0.5913963819679339,0.0095325362209564,2.3664257526397705,0.0027297508185057,0.0026576424629676,0.0026980091938846,0.0027297508185057,cvar,0.75,0.065737150615855,4.950260733938061e-05,False,False,
conv.3:out:75,conv.3,1,75,128,64,3,229,15812.0,conv.5,head,linear_in,0.0827299999224385,13.086151886731386,0.4987912883050739,0.003492798955267,1.9739925861358645,0.0008369420870782,0.0008136777906951,0.0008283698102469,0.0008369420870782,cvar,0.75,0.0176367965066928,5.232102195954876e-06,False,True,19.0
conv.3:out:76,conv.3,1,76,128,64,3,229,15812.0,conv.5,head,linear_in,0.4866583308381603,13.163086455315351,0.3209908628254198,0.0016644845824657,2.034945487976074,0.0006158516975386,0.0006069424155971,0.0006126681033838,0.0006158516975386,cvar,0.75,0.0074822773058696,3.0777784646987114e-05,False,False,
conv.3:out:77,conv.3,1,77,128,64,3,229,15812.0,conv.5,head,linear_in,0.4907069943545209,14.785056501626968,1.5948640876449645,0.0399481316911988,2.301480293273926,0.0014933804223688,0.0014837962918446,0.001488669788276,0.0014933804223688,cvar,0.75,0.0464970089721901,3.103383470494061e-05,False,False,
conv.3:out:78,conv.3,1,78,128,64,3,229,15812.0,conv.5,head,linear_in,0.9378264549749828,15.319593377411366,0.8292073504067957,0.0095044918882194,1.9049910306930544,0.001120563288136,0.0011179850240833,0.0011192198797654,0.001120563288136,cvar,0.75,0.0326013511184321,5.931105837180514e-05,False,False,
conv.3:out:79,conv.3,1,79,128,64,3,229,15812.0,conv.5,head,linear_in,0.5717280523760754,12.995186038315296,0.8507197390310466,0.0115396700450219,2.405470371246338,0.0009318382943712,0.0009217322994995,0.0009251098284512,0.0009318382943712,cvar,0.75,0.0245846254335717,3.615785810625319e-05,False,False,
conv.3:out:80,conv.3,1,80,128,64,3,229,15812.0,conv.5,head,linear_in,0.4734894010569538,13.768402813002467,3.0144393258728086,0.1378008879662957,2.1581339836120605,0.0012763261797136,0.001256569922787,0.0012634165179405,0.0012763261797136,cvar,0.75,0.037945834908339,2.9944940618324932e-05,False,False,
conv.3:out:81,conv.3,1,81,128,64,3,229,15812.0,conv.5,head,linear_in,0.2669756630918936,13.65193173661828,0.6499580157105811,0.0062995330054491,2.2882046699523926,0.001989712728688,0.0019550340711022,0.0019776760091971,0.001989712728688,cvar,0.75,0.0577204249309946,1.68843702942002e-05,False,False,
conv.3:out:82,conv.3,1,82,128,64,3,229,15812.0,conv.5,head,linear_in,0.3315689973425522,12.83061496913433,0.2595814767759293,0.0008261957407739,2.2927803993225098,0.000901599929338,0.0008752972822506,0.0008912210667182,0.000901599929338,cvar,0.75,0.0229812802965997,2.0969453411494573e-05,False,False,
conv.3:out:83,conv.3,1,83,128,64,3,229,15812.0,conv.5,head,linear_in,0.5206724024715378,14.516490556299686,0.8737541484646499,0.0099398631195072,1.974302768707276,0.0013538227028037,0.0013361617024387,0.0013446133842614,0.0013538227028037,cvar,0.75,0.0422214219402645,3.2928940201842766e-05,False,False,
conv.3:out:84,conv.3,1,84,128,64,3,229,15812.0,conv.5,head,linear_in,0.4389114603050467,14.734436601400375,4.324016853421926,0.3306160246022046,2.011361122131348,0.001402589905947,0.0013592595400358,0.0013770173951895,0.001402589905947,cvar,0.75,0.0432903186982459,2.775812422875327e-05,False,False,
conv.3:out:85,conv.3,1,85,128,64,3,229,15812.0,conv.5,head,linear_in,0.0216120798803304,12.992895364761353,1.6147642886266111,0.0402677541831508,2.458185195922852,0.0011576363677169,0.0011244254567884,0.0011395558677091,0.0011576363677169,cvar,0.75,0.0331357994974228,1.3668150695883128e-06,False,True,2.0
conv.3:out:86,conv.3,1,86,128,64,3,229,15812.0,conv.5,head,linear_in,0.8262919241943578,12.426790468394756,0.6050267547369004,0.0057376813427254,2.079733371734619,0.0012638323562808,0.0012399541941409,0.0012533697578336,0.0012638323562808,cvar,0.75,0.0368769381503576,5.225726816306336e-05,False,False,
conv.3:out:87,conv.3,1,87,128,64,3,229,15812.0,conv.5,head,linear_in,0.8961607718397667,13.617796301841736,1.5337602563202382,0.031212782106013,2.250239610671997,0.0014425061181463,0.0014215529583608,0.001435070398802,0.0014425061181463,cvar,0.75,0.0443592154562273,5.667599113583144e-05,False,False,
conv.3:out:88,conv.3,1,88,128,64,3,229,15812.0,conv.5,head,linear_in,0.1402490889986107,15.626630499958992,1.384576817508787,0.0303654151975933,2.689976453781128,0.0014900974552123,0.0014876583175628,0.001488862751593,0.0014900974552123,cvar,0.75,0.0470314573511808,8.869788072262249e-06,False,True,34.0
conv.3:out:89,conv.3,1,89,128,64,3,229,15812.0,conv.5,head,linear_in,0.5540361435390494,13.435786485671995,3.793727433308959,0.2123499465136774,2.055697202682495,0.0015814845785435,0.0015733141772091,0.0015781317923001,0.0015814845785435,cvar,0.75,0.0513070443831063,3.503896683146025e-05,False,False,
conv.3:out:90,conv.3,1,90,128,64,3,229,15812.0,conv.5,head,linear_in,0.1085757411354435,14.89221964776516,0.421022476919461,0.0027034847460299,2.2010252475738525,0.0013222410512595,0.0012903222454937,0.0013095239576643,0.0013222410512595,cvar,0.75,0.0400836284243018,6.86666716009635e-06,False,True,30.0
conv.3:out:91,conv.3,1,91,128,64,3,229,15812.0,conv.5,head,linear_in,0.6722400930398117,12.764275208115578,0.0247112940748593,2.281995839780588e-05,2.3523569107055664,0.000279316482275,0.0002731888034001,0.0002758984340547,0.000279316482275,cvar,0.75,0.0026722418949534,4.251455179862204e-05,False,False,
conv.3:out:92,conv.3,1,92,128,64,3,229,15812.0,conv.5,head,linear_in,0.2812337838390083,14.234253637492657,2.670752695854753,0.1127288806077558,2.907362699508667,0.0026946356551271,0.0026538357264774,0.0026808695874886,0.0026946356551271,cvar,0.75,0.0652027022368643,1.7786098143119678e-05,False,False,
conv.3:out:93,conv.3,1,93,128,64,3,229,15812.0,conv.5,head,linear_in,0.6594226346919018,15.23015795648098,0.6672474339604377,0.4834313370287418,4.032155513763428,0.0078412692552442,0.007420537725689,0.0076717898193974,0.0078412692552442,cvar,0.75,0.0684093925108084,4.170393591524802e-05,False,False,
conv.3:out:94,conv.3,1,94,128,64,3,229,15812.0,conv.5,head,linear_in,0.7269946142868826,13.226524390280249,0.129779685405083,0.0002712143782218,1.8398113250732424,0.0008155443480892,0.000804731205253,0.0008113614700168,0.0008155443480892,cvar,0.75,0.0160334513697207,4.597739781728324e-05,False,False,
conv.3:out:95,conv.3,1,95,128,64,3,229,15812.0,conv.5,head,linear_in,0.768647491917657,13.90603405237198,2.389450373314321,0.0861442573484964,2.1784512996673584,0.0012771902772029,0.0012261520816197,0.0012532813358426,0.0012771902772029,cvar,0.75,0.0363424897713669,4.861165519337573e-05,False,False,
conv.3:out:96,conv.3,1,96,128,64,3,229,15812.0,conv.5,head,linear_in,0.1077409459558965,15.482454299926758,2.389023655653,0.0873616422060877,2.211559772491455,0.0010865223425038,0.0010331670813696,0.0010614392540478,0.0010865223425038,cvar,0.75,0.0299291092234786,6.813872119649412e-06,False,True,29.0
conv.3:out:97,conv.3,1,97,128,64,3,229,15812.0,conv.5,head,linear_in,0.916011845137608,15.397089764475822,0.0386525541660375,2.645552222020342e-05,1.915214896202088,0.000466969151258,0.0004089020149219,0.0004303304093777,0.000466969151258,cvar,0.75,0.0037411386529348,5.7931434678573746e-05,False,False,
conv.3:out:98,conv.3,1,98,128,64,3,229,15812.0,conv.5,head,linear_in,0.2302139908948808,14.222507372498512,0.4775653779506683,0.0038990289671346,2.2275118827819824,0.0010965378167112,0.0010856683121884,0.0010903162202855,0.0010965378167112,cvar,0.75,0.0315324543604507,1.4559447944275284e-05,False,False,
conv.3:out:99,conv.3,1,99,128,64,3,229,15812.0,conv.5,head,linear_in,0.0374125561761797,15.716624282300472,0.5092791868373752,0.0052488557883407,2.434932470321656,0.0015285958540165,0.0014973623176224,0.0015154111698587,0.0015285958540165,cvar,0.75,0.0491692508671435,2.3660862747394196e-06,False,True,8.0
conv.3:out:100,conv.3,1,100,128,64,3,229,15812.0,conv.5,head,linear_in,0.5548524693914834,12.703317523002625,0.9043505972251296,0.0129397136974148,1.653655767440796,0.0007634964528076,0.0007567346977813,0.0007594493786404,0.0007634964528076,cvar,0.75,0.0138956578537579,3.509059381428556e-05,False,False,
conv.3:out:101,conv.3,1,101,128,64,3,229,15812.0,conv.5,head,linear_in,0.3709222838624387,13.484056130051613,1.9624547708779567,0.0800094607227947,2.245380401611328,0.0017172166440133,0.0016608940896085,0.0016884570035556,0.0017172166440133,cvar,0.75,0.0545137346570504,2.3458277502051524e-05,False,False,
conv.3:out:102,conv.3,1,102,128,64,3,229,15812.0,conv.5,head,linear_in,0.8297897431324132,14.521178133785725,1.3912513902410866,0.0330513703986071,2.267237901687622,0.0012692836175627,0.0012421558400291,0.0012564002118098,0.0012692836175627,cvar,0.75,0.0374113865293483,5.247848109868537e-05,False,False,
conv.3:out:103,conv.3,1,103,128,64,3,229,15812.0,conv.5,head,linear_in,0.8082514720643018,14.464983493089676,1.2725764114409686,0.0282762278919108,2.03827166557312,0.002035507369279,0.0020184476482834,0.0020288981483342,0.002035507369279,cvar,0.75,0.0598582184469573,5.1116333927668974e-05,False,False,
conv.3:out:104,conv.3,1,104,128,64,3,229,15812.0,conv.5,head,linear_in,0.3171388928227153,14.569801479578018,1.90661648735404,0.0585566872148774,2.527559518814087,0.0023579866884969,0.0023166232047776,0.0023396526001557,0.0023579866884969,cvar,0.75,0.0625304603419108,2.005684877452032e-05,False,False,
conv.3:out:105,conv.3,1,105,128,64,3,229,15812.0,conv.5,head,linear_in,0.952899395069745,13.641517736017704,1.0526723571121692,0.0163087050503236,2.187581777572632,0.000684406723459,0.0006730506134521,0.0006768416542641,0.000684406723459,cvar,0.75,0.0122923127167858,6.026431792750727e-05,False,False,
conv.3:out:106,conv.3,1,106,128,64,3,229,15812.0,conv.5,head,linear_in,0.2909178381401186,14.771574050188065,2.766878676135093,0.0991605127113871,2.330108642578125,0.0028460786292471,0.0027896481055145,0.0028109064610177,0.0028460786292471,cvar,0.75,0.067340495752827,1.839854782065005e-05,False,False,
