group_id,module_path,layer_index,channel_index,out_channels,in_channels,kernel_size,parameter_cost,flops_cost,batchnorm_path,downstream_path,downstream_kind,random,magnitude,taylor,fisher,bn_gamma,r_sbl,profile_min,profile_mean,profile_max,profile_aggregation,profile_cvar_q,v_c,selection_priority,protected,selected_for_pruning,selection_order
conv.0:out:30,conv.0,0,30,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.7447621559078171,1.0291612148284912,0.4443880207836628,0.0804929225705564,0.7226994633674622,0.0001898376081625,0.0001866722498308,0.0001879886656376,0.0001898376081625,cvar,0.75,0.0448983469880932,2.3468902625191187e-05,False,False,
conv.0:out:31,conv.0,0,31,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.96750973243421,1.2740278616547585,2.9543844148516656,3.1610536612570286,0.9608610272407532,0.0013130961084713,0.0013055239070322,0.0013087650671519,0.0013130961084713,cvar,0.75,1.1224586747023308,3.0488111565961114e-05,False,False,
conv.0:out:32,conv.0,0,32,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.3258253581381519,1.377320408821106,1.0035304725170135,0.3468955136835575,1.2905374765396118,0.0006709923246425,0.0006679395345708,0.0006698380731149,0.0006709923246425,cvar,0.75,0.6734752048213986,1.0267390122208101e-05,False,True,40.0
conv.0:out:33,conv.0,0,33,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.3704597060348689,1.5539719462394714,0.4355692667886615,0.0592136771476361,0.6167119741439819,0.0003069537600156,0.0003019905340938,0.0003048162783541,0.0003069537600156,cvar,0.75,0.2693900819285594,1.1673905150150277e-05,False,False,
conv.0:out:34,conv.0,0,34,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.4695558112758079,1.3108695149421692,2.4209917336702347,2.737160819396377,1.2832354307174685,0.0020938593693241,0.0020544438188048,0.0020781683235827,0.0020938593693241,cvar,0.75,1.3693995831368435,1.479661597264158e-05,False,False,
conv.0:out:35,conv.0,0,35,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.1894713590842857,1.1292619705200195,1.828410729765892,1.2013805240392683,1.072827935218811,0.0014269472355534,0.0014102984323812,0.0014201505437376,0.0014269472355534,cvar,0.75,1.167357021690424,5.970610672599915e-06,False,True,23.0
conv.0:out:36,conv.0,0,36,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.1299215053354716,0.5832139402627945,1.1917931944131852,0.7162662670016289,1.351496696472168,0.001353712601871,0.0013199131094246,0.0013333092703239,0.001353712601871,cvar,0.75,1.1449078481963777,4.094079074036415e-06,False,True,15.0
conv.0:out:37,conv.0,0,37,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.4757049262259337,1.2778262682259085,0.2132868682034313,0.0152682694417308,0.9825890064239502,0.0005019160156563,0.0004873275841994,0.0004967960969634,0.0005019160156563,cvar,0.75,0.471432643374979,1.4990386532612772e-05,False,False,
conv.0:out:38,conv.0,0,38,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.2269093490508841,1.1174318119883535,0.8657696394249796,0.342921401575586,0.8287664651870728,0.0006513539582528,0.0006432995608456,0.0006479677495104,0.0006513539582528,cvar,0.75,0.6510260313273519,7.150354479450561e-06,False,True,31.0
conv.0:out:39,conv.0,0,39,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.6698139946825103,0.84193354845047,0.7133576720952988,0.3400013176724314,0.5953299403190613,0.0007096242013033,0.0006881888209301,0.0006990118147841,0.0007096242013033,cvar,0.75,0.7408227253035384,2.1107140438725353e-05,False,False,
