epoch,train_loss,val_macro_f1,val_awbir,val_hsr_balanced_soc
1,0.5891440136021516,0.5527452299850275,0.1051031604648077,0.1589118311597752
2,0.5227163426380768,0.524689436245322,0.1082280098540892,0.16293220064341934
3,0.5111772046834082,0.5680627561033538,0.10705551451565849,0.16299264637607808
4,0.5031815920661155,0.514915045547952,0.11892034649573174,0.1733736547638338
5,0.4974995272004048,0.5223961868613686,0.12039894992492843,0.16941154622733057
6,0.49149669142708197,0.525340518546407,0.11827903806353289,0.17006989493002314
