epoch,train_loss,val_macro_f1,val_awbir,val_hsr_balanced_soc
1,0.5854119723475086,0.5509242013583485,0.09794603383565227,0.1559346967608734
2,0.5290798316123756,0.5465646465059142,0.09850298618404933,0.1431387721141259
3,0.5167155265684393,0.5189635456170921,0.10881188794108963,0.15677329026878323
4,0.5016576074549571,0.5247194994197133,0.11508986962486316,0.174594585737356
