epoch,train_loss,val_macro_f1,val_awbir,val_hsr_balanced_soc
1,0.598448248021784,0.5355422808795001,0.09773813011994101,0.14246003207993402
2,0.5342614494241953,0.5544542825699846,0.10285591383431515,0.14739000060081603
3,0.5196408680522822,0.510886098520326,0.11500272981153417,0.16342086433756392
4,0.5142846724895364,0.545763650644302,0.10829001568480831,0.14692318476184926
5,0.5040391103763046,0.5066625920773075,0.13068346896251865,0.1701591070053327
