epoch,train_loss,val_macro_f1,val_awbir,val_hsr_balanced_soc
1,0.5650826454288357,0.5274909839228324,0.11209056356394712,0.1575827533031226
2,0.5207099249405722,0.5363790199022226,0.11237014001468537,0.17866884659710552
3,0.5084515003587953,0.5660173379153065,0.11252838432405773,0.1512348589811981
4,0.5028788433418213,0.52760293309984,0.12037657738694203,0.1709277873766734
5,0.49738659707381694,0.5092072382008201,0.13686413881049844,0.16615184623479526
6,0.49205706007467676,0.5466482692203815,0.11745948738566207,0.1642834904861694
